,imodulon,annotation,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,pathway_name,module_name
11,23,map04141,0.00010616647464895347,0.00725470910101182,0.07142857142857142,1.0,0.13333333333333333,2.0,2.0,28.0,KEGG pathways,Protein processing in endoplasmic reticulum,
12,23,map04940,0.00010616647464895347,0.00725470910101182,0.07142857142857142,1.0,0.13333333333333333,2.0,2.0,28.0,KEGG pathways,Type I diabetes mellitus,
13,23,map04212,0.00016140435989251848,0.008271973444491572,0.10714285714285714,0.2727272727272727,0.15384615384615383,3.0,11.0,28.0,KEGG pathways,Longevity regulating pathway - worm,
14,23,map03018,0.00043271583791888176,0.01774134935467415,0.10714285714285714,0.2,0.13953488372093023,3.0,15.0,28.0,KEGG pathways,RNA degradation,
15,23,map05134,0.0006287480143431893,0.0214822238233923,0.07142857142857142,0.5,0.125,2.0,4.0,28.0,KEGG pathways,Legionellosis,
16,26,map02010,4.639279078985118e-06,0.0009510522111919492,0.6666666666666666,0.06153846153846154,0.11267605633802817,4.0,65.0,6.0,KEGG pathways,ABC transporters,
17,30,map02010,1.6839026575388384e-06,0.00034520004479546187,0.5,0.07692307692307693,0.13333333333333336,5.0,65.0,10.0,KEGG pathways,ABC transporters,
18,30,map05152,0.0002627727897429346,0.026934210948650797,0.2,0.2857142857142857,0.23529411764705882,2.0,7.0,10.0,KEGG pathways,Tuberculosis,
19,31,map03010,2.509525356234756e-32,5.1445269802812505e-30,0.9047619047619048,0.3584905660377358,0.5135135135135135,19.0,53.0,21.0,KEGG pathways,Ribosome,
20,32,map03010,9.026338707374493e-09,1.850399435011771e-06,0.10810810810810811,0.3018867924528302,0.1592039800995025,16.0,53.0,148.0,KEGG pathways,Ribosome,
21,32,map00230,0.0005880206568773112,0.0602721173299244,0.06756756756756757,0.18518518518518517,0.099009900990099,10.0,54.0,148.0,KEGG pathways,Purine metabolism,
22,40,map00195,2.4965451541610497e-11,5.1179175660301516e-09,0.27906976744186046,0.21052631578947367,0.24,12.0,57.0,43.0,KEGG pathways,Photosynthesis,
23,43,map00196,2.0836346079193698e-24,4.271450946234708e-22,0.41935483870967744,0.8125,0.5531914893617021,13.0,16.0,31.0,KEGG pathways,Photosynthesis - antenna proteins,
24,43,map01100,4.8611266586193785e-14,4.982654825084863e-12,0.8387096774193549,0.04744525547445255,0.08981001727115717,26.0,548.0,31.0,KEGG pathways,Metabolic pathways,
25,43,map00195,2.7782627913838603e-13,1.8984795741123043e-11,0.3870967741935484,0.21052631578947367,0.2727272727272727,12.0,57.0,31.0,KEGG pathways,Photosynthesis,
0,1,M00185,1.1571615031231451e-09,2.3606094663712161e-07,0.5714285714285714,0.5,0.5333333333333333,4.0,8.0,7.0,KEGG modules,,
1,3,M00190,2.522720424474711e-05,0.00514634966592841,0.3333333333333333,0.5,0.4,2.0,4.0,6.0,KEGG modules,,
2,4,M00507,1.035551759003665e-06,0.00021125255883674767,0.2727272727272727,0.5,0.3529411764705882,3.0,6.0,11.0,KEGG modules,,
3,6,M00145,7.718266205949138e-15,1.5745263060136243e-12,0.34615384615384615,0.5,0.40909090909090906,9.0,18.0,26.0,KEGG modules,,"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"
4,13,M00155,3.061382622866309e-07,6.24522055064727e-05,0.15789473684210525,1.0,0.2727272727272727,3.0,3.0,19.0,KEGG modules,,"Cytochrome c oxidase, prokaryotes"
5,13,M00153,4.802769091262199e-05,0.0032658829820582953,0.10526315789473684,1.0,0.1904761904761905,2.0,2.0,19.0,KEGG modules,,Cytochrome bd ubiquinol oxidase
6,13,M00154,4.802769091262199e-05,0.0032658829820582953,0.10526315789473684,1.0,0.1904761904761905,2.0,2.0,19.0,KEGG modules,,Cytochrome c oxidase
7,19,M00438,8.59598715712821e-12,1.7535813800541547e-09,0.45454545454545453,0.7142857142857143,0.5555555555555556,5.0,7.0,11.0,KEGG modules,,
8,19,M00531,4.623825116305702e-05,0.004716301618631816,0.18181818181818182,0.6666666666666666,0.28571428571428575,2.0,3.0,11.0,KEGG modules,,"Assimilatory nitrate reduction, nitrate => ammonia"
9,26,M00321,7.110251145274576e-12,1.4504912336360135e-09,0.6666666666666666,1.0,0.8,4.0,4.0,6.0,KEGG modules,,
10,30,M00222,1.342574727767965e-12,2.738852444646649e-10,0.5,0.8333333333333334,0.625,5.0,6.0,10.0,KEGG modules,,
11,31,M00178,2.509525356234756e-32,5.119431726718903e-30,0.9047619047619048,0.3584905660377358,0.5135135135135135,19.0,53.0,21.0,KEGG modules,,
12,31,M00179,9.527140512980055e-30,9.717683323239657e-28,0.7619047619047619,0.5333333333333333,0.6274509803921569,16.0,30.0,21.0,KEGG modules,,
13,32,M00178,9.026338707374493e-09,1.8413730963043966e-06,0.10810810810810811,0.3018867924528302,0.1592039800995025,16.0,53.0,148.0,KEGG modules,,
14,40,M00163,8.570524248232286e-07,0.00017483869466393864,0.09302325581395349,0.6666666666666666,0.16326530612244897,4.0,6.0,43.0,KEGG modules,,Photosystem I
15,40,M00161,0.00043228530111252996,0.04409310071347806,0.06976744186046512,0.3,0.11320754716981132,3.0,10.0,43.0,KEGG modules,,Photosystem II
16,42,M00166,0.0003844362963806038,0.06688584850690353,0.16666666666666666,0.2857142857142857,0.2105263157894737,2.0,7.0,12.0,KEGG modules,,"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P"
17,42,M00532,0.0006557436128127797,0.06688584850690353,0.16666666666666666,0.2222222222222222,0.1904761904761905,2.0,9.0,12.0,KEGG modules,,Photorespiration
18,42,M00165,0.0011932062136486557,0.08113802252810859,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.0,12.0,12.0,KEGG modules,,Reductive pentose phosphate cycle (Calvin cycle)
19,43,M00163,1.4747795140806533e-12,3.0085502087245327e-10,0.1935483870967742,1.0,0.3243243243243243,6.0,6.0,31.0,KEGG modules,,Photosystem I
